plan_id,plan_date,customer_name,origin_plant,origin_state,destination,destination_state,distance_km,planned_qty_t,min_rake_tonnage,terminal_cost,expected_demurrage,priority_score,rake_available,siding_slots,inventory_t,production_forecast_t,yard_id,product_type,wagon_type,route_via,lead_time_days
PLAN_2024_0725,25/10/2025,Customer_37,Bokaro Steel Plant,Odisha,Jindal Steel Raigarh,Jharkhand,473,106,128,5773,4919,0.41,1,1,9274,2720,YARD_7,Finished Steel,BCN,Via Nagpur,3
PLAN_2024_0726,08/11/2025,Customer_4,Bhilai Steel Plant,Odisha,Bhushan Steel Meramandali,Chhattisgarh,700,480,282,16045,1596,0.43,1,4,5405,3451,YARD_7,Coal,BOXN,Via Nagpur,7
PLAN_2024_0727,26/10/2025,Customer_26,Durgapur Steel Plant,Odisha,RINL Visakhapatnam,West Bengal,971,451,113,19972,7190,0.76,0,0,7586,2782,YARD_4,Iron Ore,BRN,Via Bilaspur,9
PLAN_2024_0728,30/10/2025,Customer_14,Rourkela Steel Plant,West Bengal,Essar Steel Hazira,Gujarat,1254,149,283,6166,4844,0.12,0,0,7248,3227,YARD_10,Coal,BOXN,Via Tatanagar,7
PLAN_2024_0729,29/10/2025,Customer_15,Durgapur Steel Plant,Jharkhand,RINL Visakhapatnam,Chhattisgarh,715,149,287,13388,3328,0.92,1,2,6770,591,YARD_4,Iron Ore,BOXN,Via Bilaspur,8
PLAN_2024_0730,06/11/2025,Customer_40,Bhilai Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Maharashtra,1429,339,193,7600,2804,0.4,0,0,5978,2154,YARD_2,Finished Steel,BOXN,Via Tatanagar,5
PLAN_2024_0731,14/11/2025,Customer_15,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Maharashtra,500,493,143,17217,2586,0.96,1,2,7732,4671,YARD_9,Finished Steel,BOXN,Via Bilaspur,7
PLAN_2024_0732,30/10/2025,Customer_38,Durgapur Steel Plant,Maharashtra,RINL Visakhapatnam,Jharkhand,979,116,145,13730,5220,0.75,0,0,4281,931,YARD_1,Finished Steel,BCN,Via Nagpur,7
PLAN_2024_0733,04/11/2025,Customer_30,Bokaro Steel Plant,Maharashtra,RINL Visakhapatnam,Andhra Pradesh,297,493,256,18043,6897,0.99,1,1,5560,4781,YARD_3,Iron Ore,BTPN,Via Tatanagar,3
PLAN_2024_0734,02/11/2025,Customer_45,Rourkela Steel Plant,Maharashtra,Jindal Steel Raigarh,Chhattisgarh,966,160,128,19965,5723,0.73,0,0,6449,2593,YARD_3,Finished Steel,BOXN,Via Tatanagar,6
PLAN_2024_0735,07/11/2025,Customer_2,Rourkela Steel Plant,West Bengal,JSW Steel Dolvi,Andhra Pradesh,275,455,204,14384,1378,0.77,0,0,7879,1871,YARD_1,Finished Steel,BOXN,Via Bilaspur,2
PLAN_2024_0736,26/10/2025,Customer_39,Durgapur Steel Plant,Odisha,Tata Steel Jamshedpur,Maharashtra,434,293,152,9979,5477,0.44,0,0,6177,1302,YARD_9,Limestone,BTPN,Via Tatanagar,9
PLAN_2024_0737,16/10/2025,Customer_11,Bhilai Steel Plant,West Bengal,SAIL Burnpur,Chhattisgarh,944,300,102,11619,4983,0.63,1,3,9221,3893,YARD_10,Coal,BOXN,Direct,9
PLAN_2024_0738,11/11/2025,Customer_23,Bhilai Steel Plant,West Bengal,Tata Steel Jamshedpur,Maharashtra,1198,240,272,15420,7229,0.2,1,4,4982,619,YARD_3,Iron Ore,BTPN,Via Nagpur,4
PLAN_2024_0739,19/10/2025,Customer_44,Bokaro Steel Plant,West Bengal,SAIL Burnpur,Chhattisgarh,372,52,166,15702,1675,0.71,0,0,7668,2150,YARD_1,Limestone,BOXN,Via Bilaspur,5
PLAN_2024_0740,20/10/2025,Customer_34,Bhilai Steel Plant,West Bengal,JSW Steel Dolvi,Odisha,1065,171,116,19046,5049,0.75,1,4,7225,2538,YARD_3,Limestone,BOXN,Direct,6
PLAN_2024_0741,13/11/2025,Customer_3,Durgapur Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Chhattisgarh,1242,405,244,14304,5321,0.93,1,1,3344,2952,YARD_10,Finished Steel,BRN,Via Nagpur,6
PLAN_2024_0742,25/10/2025,Customer_4,Durgapur Steel Plant,Gujarat,SAIL Burnpur,Odisha,592,487,102,6560,3920,0.73,0,0,8087,4031,YARD_8,Limestone,BOXN,Via Tatanagar,5
PLAN_2024_0743,26/10/2025,Customer_24,Rourkela Steel Plant,Odisha,Tata Steel Jamshedpur,Andhra Pradesh,850,307,171,18620,2351,0.53,0,0,6818,3843,YARD_2,Coal,BCN,Direct,10
PLAN_2024_0744,21/10/2025,Customer_27,Durgapur Steel Plant,Andhra Pradesh,SAIL Burnpur,Gujarat,1445,173,114,19418,1015,0.28,0,0,7965,2660,YARD_9,Iron Ore,BOXN,Via Nagpur,10
PLAN_2024_0745,03/11/2025,Customer_46,Bhilai Steel Plant,Chhattisgarh,JSW Steel Dolvi,Jharkhand,1294,366,225,12670,5907,0.4,0,0,2356,1561,YARD_1,Finished Steel,BRN,Via Nagpur,8
PLAN_2024_0746,12/11/2025,Customer_14,Durgapur Steel Plant,Gujarat,Bhushan Steel Meramandali,Odisha,846,74,169,15674,3705,0.21,0,0,5413,1399,YARD_1,Limestone,BTPN,Via Bilaspur,9
PLAN_2024_0747,06/11/2025,Customer_44,Rourkela Steel Plant,West Bengal,JSW Steel Dolvi,Odisha,289,261,170,11376,6929,0.26,0,0,1706,1186,YARD_6,Limestone,BTPN,Via Tatanagar,10
PLAN_2024_0748,30/10/2025,Customer_38,Bokaro Steel Plant,Odisha,Jindal Steel Raigarh,Chhattisgarh,1481,377,158,9337,7774,0.85,1,4,6658,1172,YARD_2,Iron Ore,BOXN,Via Nagpur,9
PLAN_2024_0749,09/11/2025,Customer_45,Durgapur Steel Plant,Gujarat,Essar Steel Hazira,Andhra Pradesh,1248,466,263,11350,7055,0.56,1,4,1428,3524,YARD_9,Coal,BOXN,Via Bilaspur,6
PLAN_2024_0750,14/11/2025,Customer_28,Bhilai Steel Plant,West Bengal,Tata Steel Jamshedpur,Odisha,220,448,205,18731,4643,0.43,1,4,9822,1058,YARD_5,Limestone,BCN,Via Tatanagar,6
PLAN_2024_0751,01/11/2025,Customer_14,Rourkela Steel Plant,Odisha,SAIL Burnpur,Chhattisgarh,840,486,275,19768,2417,0.59,0,0,5400,3025,YARD_6,Coal,BTPN,Via Tatanagar,7
PLAN_2024_0752,03/11/2025,Customer_1,Bokaro Steel Plant,Odisha,Jindal Steel Raigarh,Gujarat,512,158,103,9915,6369,0.73,1,2,8589,4040,YARD_1,Finished Steel,BTPN,Via Nagpur,6
PLAN_2024_0753,29/10/2025,Customer_42,Bokaro Steel Plant,Chhattisgarh,Essar Steel Hazira,Jharkhand,1332,259,179,14369,5336,0.99,0,0,6645,4632,YARD_4,Coal,BCN,Via Nagpur,2
PLAN_2024_0754,09/11/2025,Customer_50,Bhilai Steel Plant,Maharashtra,Bhushan Steel Meramandali,Odisha,233,374,161,8812,5155,0.23,0,0,5576,964,YARD_2,Limestone,BTPN,Direct,5
PLAN_2024_0755,31/10/2025,Customer_28,Bhilai Steel Plant,Gujarat,RINL Visakhapatnam,Chhattisgarh,1446,393,242,15372,2886,0.81,1,4,8171,1182,YARD_10,Coal,BTPN,Via Tatanagar,7
PLAN_2024_0756,12/11/2025,Customer_8,Bhilai Steel Plant,Odisha,RINL Visakhapatnam,Gujarat,684,275,265,11489,6271,0.26,0,0,5860,2869,YARD_8,Coal,BCN,Via Bilaspur,3
PLAN_2024_0757,23/10/2025,Customer_50,Bhilai Steel Plant,Gujarat,Bhushan Steel Meramandali,Chhattisgarh,1038,462,151,10061,4893,0.58,1,3,6744,1417,YARD_10,Finished Steel,BTPN,Via Bilaspur,9
PLAN_2024_0758,23/10/2025,Customer_33,Bokaro Steel Plant,Chhattisgarh,SAIL Burnpur,Jharkhand,344,413,126,15289,7381,0.11,1,2,8350,4494,YARD_3,Coal,BTPN,Via Tatanagar,7
PLAN_2024_0759,07/11/2025,Customer_38,Bokaro Steel Plant,Maharashtra,Jindal Steel Raigarh,West Bengal,1107,66,122,7099,3480,0.91,0,0,3561,598,YARD_8,Coal,BTPN,Via Nagpur,8
PLAN_2024_0760,05/11/2025,Customer_29,Rourkela Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Odisha,415,250,249,19248,7073,0.51,1,3,4438,1744,YARD_2,Iron Ore,BTPN,Via Nagpur,8
PLAN_2024_0761,29/10/2025,Customer_46,Bhilai Steel Plant,Odisha,SAIL Burnpur,West Bengal,328,287,203,6187,4186,0.72,1,2,9248,4328,YARD_10,Finished Steel,BOXN,Via Nagpur,10
PLAN_2024_0762,25/10/2025,Customer_49,Bhilai Steel Plant,Andhra Pradesh,SAIL Burnpur,Maharashtra,497,157,222,8919,6528,0.36,0,0,5040,1784,YARD_3,Finished Steel,BTPN,Via Bilaspur,8
PLAN_2024_0763,14/11/2025,Customer_6,Rourkela Steel Plant,Odisha,Tata Steel Jamshedpur,Gujarat,364,433,177,14990,6911,0.26,0,0,2788,1621,YARD_8,Coal,BRN,Via Bilaspur,7
PLAN_2024_0764,24/10/2025,Customer_3,Rourkela Steel Plant,West Bengal,Bhushan Steel Meramandali,Andhra Pradesh,370,67,124,10301,4735,0.12,1,3,4544,1409,YARD_2,Finished Steel,BCN,Via Tatanagar,5
PLAN_2024_0765,14/11/2025,Customer_44,Bokaro Steel Plant,Gujarat,Essar Steel Hazira,West Bengal,595,287,115,5143,1445,0.43,1,5,8606,662,YARD_8,Finished Steel,BRN,Via Tatanagar,9
PLAN_2024_0766,06/11/2025,Customer_25,Bokaro Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Maharashtra,998,154,247,6587,4911,0.27,0,0,4824,3484,YARD_2,Coal,BRN,Direct,10
PLAN_2024_0767,22/10/2025,Customer_37,Durgapur Steel Plant,Gujarat,JSW Steel Dolvi,Odisha,1091,158,266,11887,6402,0.2,0,0,6397,807,YARD_9,Coal,BTPN,Direct,3
PLAN_2024_0768,25/10/2025,Customer_32,Bhilai Steel Plant,Jharkhand,Bhushan Steel Meramandali,Gujarat,1028,225,214,8902,7910,0.33,0,0,3372,3172,YARD_10,Iron Ore,BOXN,Via Bilaspur,5
PLAN_2024_0769,14/11/2025,Customer_10,Rourkela Steel Plant,Odisha,Jindal Steel Raigarh,Chhattisgarh,726,182,291,10741,5146,0.4,1,4,8565,1570,YARD_8,Coal,BRN,Via Tatanagar,2
PLAN_2024_0770,27/10/2025,Customer_7,Bhilai Steel Plant,West Bengal,Tata Steel Jamshedpur,Jharkhand,501,445,293,8882,6353,0.21,0,0,2209,4789,YARD_7,Limestone,BRN,Via Nagpur,3
PLAN_2024_0771,24/10/2025,Customer_30,Bokaro Steel Plant,Jharkhand,Tata Steel Jamshedpur,Odisha,1379,206,170,6005,6997,0.82,0,0,3401,1473,YARD_8,Finished Steel,BOXN,Via Nagpur,6
PLAN_2024_0772,13/11/2025,Customer_16,Rourkela Steel Plant,Chhattisgarh,Jindal Steel Raigarh,Maharashtra,1252,110,107,10689,1491,0.8,1,3,5749,3974,YARD_6,Finished Steel,BCN,Direct,5
PLAN_2024_0773,13/11/2025,Customer_46,Rourkela Steel Plant,West Bengal,Essar Steel Hazira,Gujarat,1465,334,260,7324,6472,0.68,1,5,6027,3089,YARD_9,Iron Ore,BRN,Via Nagpur,8
PLAN_2024_0774,01/11/2025,Customer_48,Rourkela Steel Plant,Jharkhand,Tata Steel Jamshedpur,West Bengal,884,234,212,8899,4048,0.44,0,0,7063,2665,YARD_1,Coal,BRN,Direct,2
PLAN_2024_0775,05/11/2025,Customer_49,Bokaro Steel Plant,Jharkhand,Bhushan Steel Meramandali,Gujarat,536,285,193,10696,4636,0.51,1,3,3839,1672,YARD_4,Limestone,BTPN,Via Bilaspur,9
PLAN_2024_0776,17/10/2025,Customer_12,Bokaro Steel Plant,Odisha,Bhushan Steel Meramandali,West Bengal,912,125,140,13151,5530,0.12,0,0,9460,1349,YARD_3,Finished Steel,BTPN,Via Bilaspur,9
PLAN_2024_0777,14/11/2025,Customer_24,Rourkela Steel Plant,Andhra Pradesh,Essar Steel Hazira,Jharkhand,309,366,136,10546,1023,0.33,0,0,7718,4529,YARD_10,Limestone,BTPN,Via Nagpur,6
PLAN_2024_0778,12/11/2025,Customer_37,Bokaro Steel Plant,Jharkhand,Jindal Steel Raigarh,West Bengal,624,397,125,6378,1670,0.66,0,0,2891,2335,YARD_10,Iron Ore,BCN,Via Nagpur,6
PLAN_2024_0779,16/10/2025,Customer_1,Rourkela Steel Plant,Jharkhand,Bhushan Steel Meramandali,Chhattisgarh,1258,173,144,8174,3230,0.97,1,1,4946,2664,YARD_6,Iron Ore,BRN,Via Tatanagar,6
PLAN_2024_0780,23/10/2025,Customer_47,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Jharkhand,749,378,126,18124,1766,0.33,1,5,7679,4423,YARD_7,Finished Steel,BTPN,Via Bilaspur,5
PLAN_2024_0781,18/10/2025,Customer_41,Bhilai Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Odisha,1036,360,139,17458,1083,0.61,0,0,6511,2823,YARD_6,Finished Steel,BCN,Via Tatanagar,7
PLAN_2024_0782,02/11/2025,Customer_50,Rourkela Steel Plant,Chhattisgarh,JSW Steel Dolvi,Gujarat,680,257,199,17807,4180,0.12,0,0,5209,3303,YARD_3,Coal,BCN,Via Tatanagar,2
PLAN_2024_0783,04/11/2025,Customer_31,Durgapur Steel Plant,West Bengal,Essar Steel Hazira,Chhattisgarh,1016,444,132,18893,6541,0.13,1,5,3015,4088,YARD_9,Finished Steel,BRN,Via Bilaspur,4
PLAN_2024_0784,07/11/2025,Customer_28,Durgapur Steel Plant,Odisha,Bhushan Steel Meramandali,Andhra Pradesh,1182,83,290,6016,5337,0.94,0,0,4321,2619,YARD_1,Iron Ore,BCN,Via Bilaspur,6
PLAN_2024_0785,30/10/2025,Customer_15,Bokaro Steel Plant,Gujarat,SAIL Burnpur,Andhra Pradesh,572,289,200,11481,6495,0.95,0,0,4296,4729,YARD_9,Limestone,BRN,Via Nagpur,10
PLAN_2024_0786,19/10/2025,Customer_16,Durgapur Steel Plant,West Bengal,Bhushan Steel Meramandali,Maharashtra,1422,341,231,13872,1601,0.44,1,3,8821,1860,YARD_9,Coal,BOXN,Direct,10
PLAN_2024_0787,27/10/2025,Customer_3,Bokaro Steel Plant,Andhra Pradesh,Essar Steel Hazira,Jharkhand,1199,384,158,6746,1444,0.14,1,5,6592,951,YARD_1,Coal,BOXN,Via Bilaspur,9
PLAN_2024_0788,21/10/2025,Customer_45,Bhilai Steel Plant,Odisha,Jindal Steel Raigarh,West Bengal,735,234,210,10626,4073,0.74,1,2,9287,2529,YARD_5,Iron Ore,BOXN,Via Tatanagar,2
PLAN_2024_0789,21/10/2025,Customer_18,Durgapur Steel Plant,West Bengal,Essar Steel Hazira,Odisha,684,125,148,14158,1513,0.61,0,0,5280,745,YARD_5,Coal,BOXN,Via Bilaspur,2
PLAN_2024_0790,11/11/2025,Customer_37,Bhilai Steel Plant,West Bengal,RINL Visakhapatnam,Gujarat,758,179,206,15551,2062,0.63,1,1,4291,4139,YARD_9,Coal,BTPN,Direct,5
PLAN_2024_0791,13/11/2025,Customer_49,Rourkela Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Maharashtra,851,170,100,8613,4068,0.7,0,0,1235,3840,YARD_2,Iron Ore,BOXN,Via Bilaspur,6
PLAN_2024_0792,18/10/2025,Customer_29,Durgapur Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Jharkhand,928,361,198,16641,6073,0.27,1,1,3818,1120,YARD_2,Iron Ore,BOXN,Via Tatanagar,10
PLAN_2024_0793,11/11/2025,Customer_14,Bhilai Steel Plant,Jharkhand,Bhushan Steel Meramandali,Gujarat,635,287,295,14256,1065,0.86,1,4,1807,1472,YARD_6,Iron Ore,BTPN,Via Bilaspur,9
PLAN_2024_0794,27/10/2025,Customer_12,Bokaro Steel Plant,Odisha,JSW Steel Dolvi,Andhra Pradesh,832,61,102,9965,6556,0.55,1,3,8264,2291,YARD_2,Finished Steel,BRN,Via Nagpur,7
PLAN_2024_0795,21/10/2025,Customer_14,Durgapur Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Chhattisgarh,547,206,171,14921,4640,0.26,1,2,1581,2051,YARD_9,Coal,BCN,Via Bilaspur,8
PLAN_2024_0796,21/10/2025,Customer_37,Rourkela Steel Plant,Gujarat,SAIL Burnpur,Jharkhand,285,197,198,16292,4331,0.79,0,0,8287,4383,YARD_3,Finished Steel,BRN,Via Nagpur,3
PLAN_2024_0797,19/10/2025,Customer_10,Bhilai Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,West Bengal,376,388,288,9004,1007,0.63,0,0,4805,1084,YARD_3,Iron Ore,BRN,Direct,9
PLAN_2024_0798,06/11/2025,Customer_19,Durgapur Steel Plant,Andhra Pradesh,SAIL Burnpur,Chhattisgarh,966,173,275,7847,6963,0.45,0,0,8829,1445,YARD_4,Limestone,BTPN,Direct,7
PLAN_2024_0799,24/10/2025,Customer_25,Durgapur Steel Plant,Chhattisgarh,Jindal Steel Raigarh,Andhra Pradesh,776,346,284,19083,3987,0.22,1,1,2384,4303,YARD_1,Coal,BOXN,Via Tatanagar,6
PLAN_2024_0800,06/11/2025,Customer_20,Rourkela Steel Plant,West Bengal,RINL Visakhapatnam,Maharashtra,685,89,197,8389,1971,0.7,0,0,7058,3614,YARD_6,Finished Steel,BOXN,Via Tatanagar,10
PLAN_2024_0801,17/10/2025,Customer_41,Bhilai Steel Plant,Maharashtra,Tata Steel Jamshedpur,Odisha,934,89,103,8307,1625,0.83,1,5,7034,2745,YARD_9,Coal,BOXN,Via Tatanagar,2
PLAN_2024_0802,19/10/2025,Customer_11,Bhilai Steel Plant,Odisha,RINL Visakhapatnam,Gujarat,1138,199,180,14597,7598,0.75,0,0,5199,2611,YARD_10,Limestone,BOXN,Via Bilaspur,5
PLAN_2024_0803,09/11/2025,Customer_3,Durgapur Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Maharashtra,1467,317,182,19380,1901,0.8,1,2,7796,1765,YARD_7,Iron Ore,BTPN,Direct,10
PLAN_2024_0804,08/11/2025,Customer_32,Bhilai Steel Plant,Odisha,RINL Visakhapatnam,Andhra Pradesh,461,473,233,7706,1156,0.45,1,5,9904,4131,YARD_5,Limestone,BCN,Direct,7
PLAN_2024_0805,28/10/2025,Customer_23,Durgapur Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Maharashtra,617,292,126,14055,3228,0.63,1,3,5098,1491,YARD_6,Coal,BRN,Via Nagpur,5
PLAN_2024_0806,21/10/2025,Customer_36,Bhilai Steel Plant,West Bengal,JSW Steel Dolvi,Maharashtra,346,413,171,17763,2263,0.21,0,0,5987,1891,YARD_6,Limestone,BTPN,Via Nagpur,5
PLAN_2024_0807,13/11/2025,Customer_7,Rourkela Steel Plant,Odisha,SAIL Burnpur,Jharkhand,1194,449,257,8311,5391,0.79,1,3,5619,2306,YARD_8,Coal,BCN,Direct,3
PLAN_2024_0808,30/10/2025,Customer_30,Rourkela Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Chhattisgarh,1375,282,273,17350,1980,0.92,1,5,7269,3505,YARD_6,Finished Steel,BOXN,Direct,5
PLAN_2024_0809,28/10/2025,Customer_21,Bhilai Steel Plant,Jharkhand,RINL Visakhapatnam,West Bengal,615,338,100,8898,7288,0.25,0,0,1965,1653,YARD_6,Iron Ore,BOXN,Via Tatanagar,8
PLAN_2024_0810,05/11/2025,Customer_15,Rourkela Steel Plant,Odisha,Bhushan Steel Meramandali,Andhra Pradesh,202,301,260,6680,3552,0.3,0,0,4000,2490,YARD_9,Finished Steel,BTPN,Direct,7
PLAN_2024_0811,26/10/2025,Customer_13,Durgapur Steel Plant,Gujarat,JSW Steel Dolvi,West Bengal,274,135,291,6298,6354,0.82,1,5,7890,1041,YARD_2,Iron Ore,BRN,Direct,4
PLAN_2024_0812,17/10/2025,Customer_47,Durgapur Steel Plant,Jharkhand,RINL Visakhapatnam,Andhra Pradesh,556,227,180,12689,7196,0.25,1,2,4439,1808,YARD_3,Iron Ore,BCN,Via Bilaspur,5
PLAN_2024_0813,23/10/2025,Customer_31,Bokaro Steel Plant,Gujarat,Bhushan Steel Meramandali,West Bengal,560,293,224,11934,3890,0.81,1,2,1052,4666,YARD_7,Finished Steel,BRN,Via Bilaspur,5
PLAN_2024_0814,13/11/2025,Customer_9,Bokaro Steel Plant,Chhattisgarh,Essar Steel Hazira,West Bengal,1225,196,285,18854,4950,0.98,0,0,6616,2641,YARD_5,Iron Ore,BCN,Via Tatanagar,4
PLAN_2024_0815,21/10/2025,Customer_15,Bhilai Steel Plant,West Bengal,Bhushan Steel Meramandali,Maharashtra,712,397,172,19081,4406,0.19,1,5,3613,2127,YARD_4,Iron Ore,BCN,Via Tatanagar,7
PLAN_2024_0816,11/11/2025,Customer_3,Bokaro Steel Plant,West Bengal,Bhushan Steel Meramandali,Odisha,1233,319,225,19550,7765,0.21,1,1,5621,1450,YARD_8,Finished Steel,BTPN,Direct,3
PLAN_2024_0817,09/11/2025,Customer_6,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Jharkhand,1441,369,254,12726,1233,0.45,0,0,5962,3776,YARD_3,Coal,BRN,Direct,4
PLAN_2024_0818,24/10/2025,Customer_15,Rourkela Steel Plant,Odisha,Bhushan Steel Meramandali,Andhra Pradesh,796,359,102,19187,7550,0.76,0,0,7695,781,YARD_1,Iron Ore,BCN,Direct,10
PLAN_2024_0819,23/10/2025,Customer_16,Rourkela Steel Plant,Chhattisgarh,Essar Steel Hazira,West Bengal,1481,59,121,10464,2625,0.46,0,0,3556,3136,YARD_4,Coal,BRN,Direct,9
PLAN_2024_0820,29/10/2025,Customer_29,Durgapur Steel Plant,Maharashtra,Essar Steel Hazira,Andhra Pradesh,688,347,224,13932,4287,0.19,1,2,7234,1178,YARD_5,Iron Ore,BRN,Via Tatanagar,6
PLAN_2024_0821,19/10/2025,Customer_6,Rourkela Steel Plant,West Bengal,Tata Steel Jamshedpur,Maharashtra,488,104,217,15114,7758,0.63,1,3,8798,1984,YARD_3,Limestone,BOXN,Via Bilaspur,3
PLAN_2024_0822,25/10/2025,Customer_35,Bokaro Steel Plant,Maharashtra,Essar Steel Hazira,Gujarat,1090,470,246,14416,5479,0.51,1,2,6089,1077,YARD_4,Iron Ore,BOXN,Via Tatanagar,5
PLAN_2024_0823,09/11/2025,Customer_39,Bokaro Steel Plant,Gujarat,Tata Steel Jamshedpur,Chhattisgarh,1014,51,183,17142,3677,0.55,1,4,1852,1822,YARD_9,Iron Ore,BTPN,Direct,6
PLAN_2024_0824,09/11/2025,Customer_30,Bokaro Steel Plant,West Bengal,JSW Steel Dolvi,Jharkhand,1055,341,137,19097,3642,0.19,1,2,1898,4497,YARD_9,Finished Steel,BRN,Via Nagpur,9
PLAN_2024_0825,28/10/2025,Customer_47,Durgapur Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Gujarat,1408,413,169,9975,6869,0.17,1,2,6961,3323,YARD_7,Finished Steel,BRN,Direct,6
PLAN_2024_0826,08/11/2025,Customer_30,Bhilai Steel Plant,Andhra Pradesh,Essar Steel Hazira,West Bengal,830,352,289,5147,4656,0.96,1,4,8366,4642,YARD_6,Iron Ore,BOXN,Via Tatanagar,10
PLAN_2024_0827,25/10/2025,Customer_15,Bhilai Steel Plant,Jharkhand,Jindal Steel Raigarh,West Bengal,1496,138,228,18761,2256,0.49,0,0,2420,2624,YARD_2,Limestone,BTPN,Via Nagpur,2
PLAN_2024_0828,07/11/2025,Customer_13,Bhilai Steel Plant,Chhattisgarh,JSW Steel Dolvi,Maharashtra,949,95,152,12464,3232,0.96,1,2,3151,2740,YARD_4,Finished Steel,BRN,Via Nagpur,6
PLAN_2024_0829,28/10/2025,Customer_39,Bhilai Steel Plant,Gujarat,SAIL Burnpur,Chhattisgarh,1415,251,295,12583,5496,0.28,0,0,1287,4765,YARD_3,Finished Steel,BOXN,Direct,7
PLAN_2024_0830,11/11/2025,Customer_46,Bokaro Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Maharashtra,873,158,295,10440,3764,0.11,0,0,3377,3538,YARD_3,Finished Steel,BTPN,Via Nagpur,10
PLAN_2024_0831,10/11/2025,Customer_5,Bhilai Steel Plant,West Bengal,Bhushan Steel Meramandali,Maharashtra,676,51,112,13900,1095,0.62,0,0,2371,4585,YARD_10,Iron Ore,BCN,Via Nagpur,2
PLAN_2024_0832,14/11/2025,Customer_28,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Odisha,563,315,238,14634,7191,0.16,1,4,9997,4963,YARD_6,Iron Ore,BRN,Via Nagpur,2
PLAN_2024_0833,23/10/2025,Customer_28,Durgapur Steel Plant,West Bengal,Essar Steel Hazira,Chhattisgarh,1311,119,191,15376,2554,0.18,1,3,1569,4827,YARD_6,Iron Ore,BOXN,Direct,4
PLAN_2024_0834,14/11/2025,Customer_5,Rourkela Steel Plant,Odisha,JSW Steel Dolvi,Maharashtra,1470,342,136,6982,4250,0.34,0,0,7521,621,YARD_10,Finished Steel,BCN,Via Tatanagar,8
PLAN_2024_0835,13/11/2025,Customer_6,Rourkela Steel Plant,Jharkhand,RINL Visakhapatnam,Odisha,1117,159,297,15754,4439,0.44,0,0,5402,2668,YARD_1,Iron Ore,BTPN,Via Tatanagar,6
PLAN_2024_0836,20/10/2025,Customer_2,Bokaro Steel Plant,Odisha,Tata Steel Jamshedpur,Chhattisgarh,281,54,136,7209,7373,0.31,0,0,3567,2597,YARD_5,Finished Steel,BCN,Via Tatanagar,6
PLAN_2024_0837,20/10/2025,Customer_11,Bokaro Steel Plant,Odisha,Bhushan Steel Meramandali,Gujarat,416,344,255,16545,6283,0.11,1,3,5441,2222,YARD_10,Finished Steel,BOXN,Direct,4
PLAN_2024_0838,02/11/2025,Customer_34,Bokaro Steel Plant,Odisha,Bhushan Steel Meramandali,Gujarat,376,466,184,17214,3391,0.74,0,0,5413,2114,YARD_10,Limestone,BOXN,Via Tatanagar,3
PLAN_2024_0839,27/10/2025,Customer_33,Bokaro Steel Plant,West Bengal,Jindal Steel Raigarh,Jharkhand,976,66,288,14814,2204,0.91,1,4,5555,3633,YARD_10,Iron Ore,BTPN,Via Nagpur,10
PLAN_2024_0840,07/11/2025,Customer_24,Rourkela Steel Plant,Maharashtra,Bhushan Steel Meramandali,Jharkhand,297,116,212,5769,6649,0.83,0,0,8002,4207,YARD_2,Coal,BRN,Via Nagpur,4
PLAN_2024_0841,11/11/2025,Customer_25,Bokaro Steel Plant,West Bengal,Jindal Steel Raigarh,Gujarat,912,281,175,19490,7763,0.58,1,4,2730,1485,YARD_10,Limestone,BOXN,Via Bilaspur,3
PLAN_2024_0842,29/10/2025,Customer_6,Bokaro Steel Plant,Gujarat,Essar Steel Hazira,Maharashtra,292,380,211,10364,7711,0.7,1,4,8882,1258,YARD_9,Iron Ore,BCN,Via Bilaspur,4
PLAN_2024_0843,26/10/2025,Customer_46,Durgapur Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Maharashtra,1035,149,211,18452,5288,0.66,0,0,6668,760,YARD_6,Iron Ore,BOXN,Via Bilaspur,2
PLAN_2024_0844,25/10/2025,Customer_28,Bokaro Steel Plant,West Bengal,Bhushan Steel Meramandali,Chhattisgarh,1454,295,286,9070,3802,0.72,1,5,9984,4066,YARD_2,Coal,BRN,Via Tatanagar,4
